layer,acc_sum,acc_avg,n,family,variant,model,dataset,max_layer,rel_depth
28,0.49634202103337904,0.4529035208047554,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.875
29,0.49085505258344764,0.44878829446730684,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.90625
30,0.48308184727937814,0.45724737082761774,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.9375
31,0.49016918152720623,0.46684956561499774,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,0.96875
32,0.4997713763145862,0.4693644261545496,4374,Olmo-3-7B,base,Olmo-3-7B,ewok,32,1.0
1,0.21213432835820897,0.16344776119402984,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.03125
2,0.22744776119402987,0.18341791044776118,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.0625
3,0.246955223880597,0.20338805970149254,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.09375
4,0.2688507462686567,0.22835820895522388,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.125
5,0.29986567164179107,0.2640149253731343,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.15625
6,0.33307462686567163,0.29813432835820897,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.1875
7,0.36335820895522386,0.32925373134328356,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.21875
8,0.3950149253731343,0.36447761194029854,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.25
9,0.3921044776119403,0.3577164179104477,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.28125
10,0.421910447761194,0.39534328358208953,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.3125
11,0.4782686567164179,0.4545373134328358,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.34375
12,0.4702985074626866,0.4462238805970149,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.375
13,0.4734626865671642,0.4508805970149254,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.40625
14,0.47776119402985073,0.45838805970149255,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.4375
15,0.514134328358209,0.4947164179104478,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.46875
16,0.5400298507462686,0.5215223880597015,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.5
17,0.5605522388059702,0.5433880597014926,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.53125
18,0.571,0.5547014925373134,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.5625
19,0.5783283582089552,0.5618059701492537,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.59375
20,0.5940149253731343,0.577955223880597,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.625
21,0.5996417910447761,0.5827014925373134,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.65625
22,0.6259402985074627,0.6106268656716418,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.6875
23,0.6492985074626866,0.6359850746268656,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.71875
24,0.6649253731343283,0.6511641791044777,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.75
25,0.6736865671641791,0.6598955223880597,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.78125
26,0.6695522388059701,0.656,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.8125
27,0.673223880597015,0.6593432835820896,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.84375
28,0.6894626865671643,0.6747761194029851,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.875
29,0.6942985074626866,0.678223880597015,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.90625
30,0.6941194029850747,0.6785671641791045,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.9375
31,0.6981194029850747,0.6821044776119403,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,0.96875
32,0.6753432835820895,0.6595074626865671,67000,Olmo-3-7B,it,Olmo-3-7B-it,blimp,32,1.0
1,0.3296753543667124,0.15706447187928668,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.03125
2,0.32281664380429814,0.18884316415180613,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.0625
3,0.32670324645633286,0.18221307727480568,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.09375
4,0.3273891175125743,0.18175582990397804,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.125
5,0.3374485596707819,0.17741197988111568,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.15625
6,0.3427069044352995,0.216506630086877,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.1875
7,0.3529949702789209,0.23822588020118884,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.21875
8,0.35962505715592136,0.2686328303612254,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.25
9,0.3770004572473708,0.28440786465477824,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.28125
10,0.40054869684499317,0.2981252857796068,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.3125
11,0.3946044810242341,0.31115683584819387,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.34375
12,0.401920438957476,0.3161865569272977,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.375
13,0.4021490626428898,0.31824417009602196,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.40625
14,0.39871970736168266,0.3161865569272977,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.4375
15,0.41426611796982166,0.3246456332876086,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.46875
16,0.40352080475537266,0.3244170096021948,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.5
17,0.43415637860082307,0.34407864654778236,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.53125
18,0.4554183813443073,0.3710562414266118,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.5625
19,0.4732510288065844,0.3989483310470965,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.59375
20,0.47850937357110196,0.4071787837219936,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.625
21,0.49314128943758573,0.4151806127114769,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.65625
22,0.4942844078646548,0.41335162322816643,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.6875
23,0.4997713763145862,0.423411065386374,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.71875
24,0.5013717421124828,0.43644261545496116,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.75
25,0.5217192501143119,0.46021947873799723,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.78125
26,0.5212620027434842,0.4702789208962048,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.8125
27,0.5176040237768633,0.46364883401920437,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.84375
28,0.5178326474622771,0.4657064471879287,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.875
29,0.5075445816186557,0.4670781893004115,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.90625
30,0.5073159579332419,0.4732510288065844,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.9375
31,0.5073159579332419,0.4718792866941015,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,0.96875
32,0.5130315500685871,0.4867398262459991,4374,Olmo-3-7B,it,Olmo-3-7B-it,ewok,32,1.0
